Name_station,EVAPO,FF,INS,RR,"TT, moy. des max","TT, moy. des min",UMAX,UMIN,Date
kaolack,3.6,3.0,7.8,0.1,36.2,19.4,68.0,24.0,2009-12-01
kaolack,3.6,3.9,7.8,0.0,36.80645161290322,18.661290322580644,56.0,21.0,2010-01-01
kaolack,3.6,4.0,7.8,0.0,39.01428571428571,20.767857142857142,76.0,26.0,2010-02-01
kaolack,3.6,4.1,7.8,0.0,41.63225806451613,23.003225806451617,64.0,16.0,2010-03-01
kaolack,3.6,3.8,7.8,0.0,40.583333333333336,23.45333333333333,74.0,28.0,2010-04-01
kaolack,3.6,3.6,7.8,0.0,40.44838709677419,24.34193548387097,78.0,30.0,2010-05-01
kaolack,3.6,3.6,7.8,117.4,37.31,24.99333333333333,93.0,56.0,2010-06-01
kaolack,3.6,2.7,7.8,123.9,34.15483870967743,25.36129032258064,93.0,62.0,2010-07-01
kaolack,3.6,2.1,7.8,192.1,33.78387096774194,25.677419354838708,95.0,66.0,2010-08-01
kaolack,3.6,1.8,7.8,372.6,33.303333333333335,24.75666666666667,96.0,68.0,2010-09-01
kaolack,3.6,2.3,7.8,45.5,35.11612903225806,25.18064516129032,93.0,58.0,2010-10-01
kaolack,3.6,2.5,7.8,1.3,37.18,21.23333333333333,81.0,29.0,2010-11-01
kaolack,3.6,2.8,7.8,0.0,37.22903225806452,19.951612903225804,88.0,33.0,2010-12-01
kaolack,3.6,3.6,7.8,0.0,34.9,18.6,63.0,28.0,2011-01-01
kaolack,3.6,4.4,7.8,0.0,36.3,18.8,53.0,20.0,2011-02-01
kaolack,3.6,3.4,7.8,0.0,39.4,20.4,63.0,18.0,2011-03-01
kaolack,3.6,3.9,7.8,0.0,40.8,22.2,72.0,24.0,2011-04-01
kaolack,3.6,4.1,7.8,3.1,40.1,22.5,86.0,35.0,2011-05-01
kaolack,3.6,4.0,7.8,4.3,37.4,24.9,93.0,51.0,2011-06-01
kaolack,3.6,3.7,7.8,81.5,35.9,25.5,94.0,60.0,2011-07-01
kaolack,3.6,3.1,7.8,252.9,33.7,25.1,97.0,66.0,2011-08-01
kaolack,3.6,2.3,7.8,143.7,34.4,25.0,97.0,66.0,2011-09-01
kaolack,3.6,2.4,7.8,65.7,36.9,25.3,92.0,51.0,2011-10-01
kaolack,3.6,3.0,7.8,0.0,38.3,21.3,76.0,26.0,2011-11-01
kaolack,3.6,3.4,7.8,0.0,35.5,18.2,62.0,30.0,2011-12-01
kaolack,3.6,3.9,7.8,0.0,34.9,18.8,56.0,30.0,2012-01-01
kaolack,3.6,4.3,7.8,0.0,35.2,19.6,56.0,25.0,2012-02-01
kaolack,3.6,5.3,7.8,0.9,38.9,22.0,53.0,18.0,2012-03-01
kaolack,3.6,4.3,7.8,0.9,39.9,22.6,68.0,24.0,2012-04-01
kaolack,3.6,3.3,7.8,1.3,39.9,23.9,83.0,32.0,2012-05-01
kaolack,3.6,3.7,7.8,45.0,37.5,25.1,87.0,44.0,2012-06-01
kaolack,3.6,2.8,7.8,193.5,34.3,25.1,94.0,62.0,2012-07-01
kaolack,3.6,2.7,7.8,316.8,33.0,25.1,97.0,68.0,2012-08-01
kaolack,3.6,2.3,7.8,272.9,33.7,25.0,95.0,65.0,2012-09-01
kaolack,3.6,2.7,7.8,14.5,36.6,25.4,93.0,51.0,2012-10-01
kaolack,3.6,2.8,7.8,3.6,37.6,23.6,82.0,39.0,2012-11-01
kaolack,3.6,3.3,7.8,0.0,33.9,22.1,54.0,21.0,2012-12-01
kaolack,3.6,3.2,7.8,1.7,34.1,15.3,56.0,24.0,2013-01-01
kaolack,3.6,3.6,7.8,0.0,38.9,20.0,51.0,14.0,2013-02-01
kaolack,3.6,3.8,7.8,0.0,42.0,21.8,63.0,14.0,2013-03-01
kaolack,3.6,3.9,7.8,0.0,40.6,20.5,79.0,21.0,2013-04-01
kaolack,3.6,3.8,7.8,11.4,40.3,23.7,81.0,31.0,2013-05-01
kaolack,3.6,3.6,7.8,47.5,37.5,25.1,86.0,44.0,2013-06-01
kaolack,3.6,3.1,7.8,102.0,35.7,25.9,91.0,58.0,2013-07-01
kaolack,3.6,2.4,7.8,321.6,32.3,24.9,98.0,69.0,2013-08-01
kaolack,3.6,2.3,7.8,211.5,33.8,25.1,98.0,67.0,2013-09-01
kaolack,3.6,2.4,7.8,130.7,35.7,25.5,94.0,57.0,2013-10-01
kaolack,3.6,2.6,7.8,0.2,36.4,22.4,85.0,34.0,2013-11-01
kaolack,3.6,3.1,7.8,0.0,34.8,19.4,72.0,32.0,2013-12-01
kaolack,3.6,3.3,7.8,0.0,35.4,18.3,67.0,26.0,2014-01-01
kaolack,3.6,3.8,7.8,0.0,36.8,18.6,52.0,26.0,2014-02-01
kaolack,3.6,3.1,7.8,0.0,38.7,20.0,65.0,29.0,2014-03-01
kaolack,3.6,3.2,7.8,0.0,41.7,21.9,74.0,20.0,2014-04-01
kaolack,3.6,3.2,7.8,0.0,39.2,22.9,83.0,31.0,2014-05-01
kaolack,3.6,3.1,7.8,13.6,37.9,25.7,88.0,40.0,2014-06-01
kaolack,3.6,3.0,7.8,38.2,36.0,26.3,90.0,49.0,2014-07-01
kaolack,3.6,2.3,7.8,220.2,33.9,25.4,94.0,61.0,2014-08-01
kaolack,3.6,2.1,7.8,130.5,34.1,24.9,97.0,65.0,2014-09-01
kaolack,3.6,2.4,7.8,21.4,37.0,25.9,94.0,50.0,2014-10-01
kaolack,3.6,2.4,7.8,0.0,37.6,22.4,86.0,38.0,2014-11-01
kaolack,3.6,2.5,7.8,0.1,34.8,20.0,66.0,42.0,2014-12-01
kaolack,3.6,2.8,7.8,0.0,34.5,19.0,57.0,34.0,2015-01-01
kaolack,3.6,3.2,7.8,0.0,37.0,19.9,70.0,33.0,2015-02-01
kaolack,3.6,2.6,7.8,0.0,32.4,20.9,62.0,25.0,2015-03-01
kaolack,3.6,2.8,7.8,0.0,42.5,20.2,75.0,26.0,2015-04-01
kaolack,3.6,2.8,7.8,0.0,38.5,23.8,88.0,35.0,2015-05-01
kaolack,3.6,3.3,7.8,0.1,37.2,25.4,86.0,40.0,2015-06-01
kaolack,3.6,2.5,7.8,77.6,34.5,25.8,90.0,55.0,2015-07-01
kaolack,3.6,1.6,7.8,162.6,32.8,25.1,97.0,66.0,2015-08-01
kaolack,3.6,1.1,7.8,305.8,30.4,24.9,97.0,67.0,2015-09-01
kaolack,3.6,1.4,7.8,50.6,30.4,25.2,95.0,57.0,2015-10-01
kaolack,3.6,1.6,7.8,0.1,36.4,22.7,79.0,37.0,2015-11-01
kaolack,3.6,1.7,7.8,0.0,34.4,18.9,54.0,22.0,2015-12-01
kaolack,3.6,2.4,7.8,0.0,36.6,19.8,50.0,18.0,2016-01-01
kaolack,3.6,3.5,7.8,0.0,37.6,20.6,37.0,12.0,2016-02-01
kaolack,3.6,2.8,7.8,0.0,39.5,21.2,57.0,14.0,2016-03-01
kaolack,3.6,2.5,7.8,0.0,40.8,21.9,76.0,20.0,2016-04-01
kaolack,3.6,2.7,7.8,0.1,40.3,22.9,77.0,31.0,2016-05-01
kaolack,3.6,3.6,7.8,1.2,37.3,24.3,86.0,43.0,2016-06-01
kaolack,3.6,2.4,7.8,317.7,34.6,25.1,91.0,57.0,2016-07-01
kaolack,3.6,2.0,7.8,72.4,34.0,25.8,93.0,62.0,2016-08-01
kaolack,3.6,1.8,7.8,274.7,33.2,24.6,94.0,67.0,2016-09-01
kaolack,3.6,2.1,7.8,2.0,37.3,25.6,92.0,47.0,2016-10-01
kaolack,3.6,2.1,7.8,0.0,37.0,22.8,73.0,31.0,2016-11-01
kaolack,3.6,2.6,7.8,0.0,35.5,20.6,54.0,21.0,2016-12-01
kaolack,3.6,2.9,7.8,0.0,35.5,18.4,41.0,15.0,2017-01-01
kaolack,3.6,4.1,7.8,0.0,37.1,19.6,50.0,14.0,2017-02-01
kaolack,3.6,3.8,7.8,0.0,41.1,22.8,60.0,17.0,2017-03-01
kaolack,3.6,3.4,7.8,0.0,41.8,23.3,62.0,16.0,2017-04-01
kaolack,3.6,3.2,7.8,0.0,38.8,24.1,83.0,31.0,2017-05-01
kaolack,3.6,2.9,7.8,35.4,37.7,25.0,89.0,40.0,2017-06-01
kaolack,3.6,2.2,7.8,246.9,34.0,25.3,93.0,58.0,2017-07-01
kaolack,3.6,1.8,7.8,189.9,32.6,24.9,95.0,65.0,2017-08-01
kaolack,3.6,2.1,7.8,101.5,34.6,25.7,95.0,58.0,2017-09-01
kaolack,3.6,1.8,7.8,53.3,37.6,25.8,93.0,41.0,2017-10-01
kaolack,3.6,1.6,7.8,0.0,38.3,22.0,76.0,22.0,2017-11-01
kaolack,3.6,3.1,7.8,0.0,34.4,18.7,53.0,28.0,2017-12-01
kaolack,3.6,2.9,7.8,0.0,35.0,18.1,52.0,29.0,2018-01-01
kaolack,3.6,3.7,7.8,0.0,34.3,19.2,64.0,28.0,2018-02-01
kaolack,3.6,3.1,7.8,0.0,41.1,22.5,66.0,25.0,2018-03-01
kaolack,3.6,3.5,7.8,0.0,40.8,21.3,65.0,17.0,2018-04-01
kaolack,3.6,3.6,7.8,0.0,40.0,21.5,80.0,31.0,2018-05-01
kaolack,3.6,3.2,7.8,30.5,36.8,24.5,88.0,42.0,2018-06-01
kaolack,3.6,2.6,7.8,49.0,35.0,25.8,91.0,53.0,2018-07-01
kaolack,3.6,2.2,7.8,220.2,34.2,25.3,95.0,60.0,2018-08-01
kaolack,3.6,2.0,7.8,277.5,32.9,24.6,96.0,67.0,2018-09-01
kaolack,3.6,2.0,7.8,21.8,36.7,25.0,91.0,48.0,2018-10-01
kaolack,3.6,3.0,7.8,0.0,36.7,22.4,69.0,28.0,2018-11-01
kaolack,3.6,2.2,7.8,0.0,36.8,19.2,53.0,23.0,2018-12-01
kaolack,3.6,2.225806451612903,7.8,0.0,35.65161290322582,18.63225806451613,62.38709677419355,45.354838709677416,2019-01-01
kaolack,3.6,2.9074074074074066,7.8,0.0,37.61851851851853,20.68888888888889,51.7037037037037,25.62962962962963,2019-02-01
kaolack,3.6,3.0290322580645155,7.8,0.0,37.20645161290323,19.770967741935483,56.12903225806452,22.61290322580645,2019-03-01
kaolack,3.6,3.566666666666666,7.8,0.0,41.62333333333334,22.78666666666667,54.43333333333333,15.466666666666669,2019-04-01
kaolack,3.6,3.1,7.8,0.0,40.5,22.2,77.7,20.7,2019-05-01
kaolack,3.6,3.6,7.8,7.9,38.0,24.0,81.4,31.9,2019-06-01
kaolack,3.6,3.3,7.8,41.4,35.9,25.6,82.5,45.9,2019-07-01
kaolack,3.6,2.7,7.8,389.0,34.3,25.5,87.1,53.0,2019-08-01
kaolack,3.6,0.0,7.8,228.9,33.3,24.7,120.8,62.3,2019-09-01
kaolack,3.6,2.1,7.8,84.4,35.0,24.4,83.4,49.9,2019-10-01
kaolack,3.6,2.4,7.8,0.0,38.1,22.2,66.9,24.1,2019-11-01
kaolack,3.6,2.4,7.8,0.0,36.5,19.0,56.0,20.7,2019-12-01
kaolack,3.6,2.8,7.8,0.0,34.97,19.33,36.39,16.71,2020-01-01
kaolack,3.6,2.8,7.8,0.0,39.59,22.65,40.89,15.07,2020-02-01
kaolack,3.6,2.9,7.8,0.0,40.74,21.92,51.48,13.13,2020-03-01
kaolack,3.6,3.2,7.8,0.0,41.75,23.38,60.77,15.77,2020-04-01
kaolack,3.6,3.0,7.8,0.0,41.29,23.26,78.2,24.87,2020-05-01
kaolack,3.6,2.6,7.8,42.1,37.41,26.0,79.33,41.6,2020-06-01
kaolack,3.6,2.1,7.8,194.2,34.28,25.56,91.87,64.04,2020-07-01
kaolack,3.6,2.2,7.8,266.9,33.67,25.56,92.45,62.97,2020-08-01
kaolack,3.6,1.8,7.8,341.4,33.04,24.34,93.67,64.43,2020-09-01
kaolack,3.6,1.8,7.8,42.2,36.78,25.3,91.52,48.16,2020-10-01
kaolack,3.6,2.4,7.8,4.5,37.73,21.43,73.63,28.8,2020-11-01
kaolack,3.6,2.7,7.8,0.0,37.04,19.88,59.65,22.19,2020-12-01
kaolack,8.54,3.3,7.8,0.0,37.0,20.4,37.32,13.9,2021-01-01
kaolack,9.0,3.3,7.8,0.0,37.4,21.1,38.18,13.93,2021-02-01
kaolack,8.3,3.2,7.8,0.0,39.7,21.0,52.23,13.52,2021-03-01
kaolack,8.7,2.9,7.8,0.0,42.8,22.4,71.63,25.37,2021-04-01
kaolack,6.45,2.9,7.8,0.0,40.2,22.6,79.06,29.58,2021-05-01
kaolack,5.1,3.0,7.8,88.9,36.8,25.1,85.27,42.83,2021-06-01
kaolack,4.68,2.9,7.8,71.7,35.1,25.6,82.32,46.9,2021-07-01
kaolack,2.38,2.4,7.8,351.2,32.8,24.7,93.03,63.58,2021-08-01
kaolack,2.8,2.4,7.8,88.7,34.0,25.1,90.77,56.8,2021-09-01
kaolack,3.8,2.5,7.8,94.2,35.6,25.3,87.03,46.03,2021-10-01
kaolack,7.23,1.7,7.8,0.3,37.7,23.9,78.63,29.03,2021-11-01
kaolack,11.225806451612904,1.9,0.0,0.0,36.82,21.89,52.29,20.97,2021-12-01
kedougou,7.6,3.7,7.6,0.2,33.545,18.241,51.709,13.451,1992-01-01
kedougou,8.8,2.9,8.8,0.1,36.434,21.489,54.482,12.793,1992-02-01
kedougou,10.1,4.1,10.1,0.0,37.161,21.993,37.258,11.838,1992-03-01
kedougou,11.2,3.7,11.2,0.0,39.976,25.203,52.0,14.8,1992-04-01
kedougou,9.3,3.9,9.3,61.2,38.183,25.767,60.806,16.774,1992-05-01
kedougou,3.8,2.9,3.8,136.0,33.406,22.946,93.7,58.1,1992-06-01
kedougou,2.1,2.5,2.1,306.9,31.051,21.425,96.871,64.741,1992-07-01
kedougou,1.8,2.5,1.8,208.0,31.683,21.512,97.677,62.161,1992-08-01
kedougou,1.7,2.0,1.7,167.2,32.22,20.666,97.466,59.466,1992-09-01
kedougou,2.8,3.3,2.8,55.9,34.441,21.554,97.258,46.935,1992-10-01
kedougou,5.5,2.7,5.5,0.0,34.24,18.9,89.266,22.2,1992-11-01
kedougou,7.0,3.2,7.0,0.0,35.09,16.69,65.387,13.548,1992-12-01
kedougou,8.3,2.4,8.3,0.0,33.722,18.48,41.838,13.419,1993-01-01
kedougou,8.9,2.8,8.9,0.0,36.853,20.65,38.714,11.214,1993-02-01
kedougou,9.6,2.9,9.6,6.2,39.029,22.822,51.129,10.903,1993-03-01
kedougou,10.6,2.9,10.6,0.0,40.113,26.06,49.9,12.5,1993-04-01
kedougou,9.1,2.9,9.1,19.3,39.148,25.483,69.193,23.935,1993-05-01
kedougou,5.5,2.7,5.5,81.1,35.153,22.843,82.133,37.466,1993-06-01
kedougou,2.5,2.6,2.5,307.7,31.929,20.887,96.451,62.129,1993-07-01
kedougou,1.8,2.2,1.8,178.6,31.251,20.806,97.354,64.806,1993-08-01
kedougou,1.7,2.0,1.7,434.2,31.743,20.146,97.6,62.733,1993-09-01
kedougou,2.6,2.3,2.6,87.8,33.912,21.309,95.419,50.354,1993-10-01
kedougou,4.6,2.5,4.6,49.6,34.32,19.506,82.566,22.566,1993-11-01
kedougou,7.4,2.8,7.4,0.0,34.067,17.067,56.806,8.3225,1993-12-01
kedougou,8.0,3.0,8.0,0.0,32.722,16.025,35.58,8.7741,1994-01-01
kedougou,9.6,3.3,9.6,0.0,36.814,19.35,31.428,6.9642,1994-02-01
kedougou,10.2,3.3,10.2,0.4,38.971,23.083,37.612,10.064,1994-03-01
kedougou,11.2,2.5,11.2,2.6,40.136,25.77,39.9,9.6,1994-04-01
kedougou,9.5,2.6,9.5,46.2,39.045,25.054,60.419,21.29,1994-05-01
kedougou,6.9,2.4,6.9,204.9,33.356,22.856,90.733,54.733,1994-06-01
kedougou,2.5,3.2,2.0,216.6,31.709,21.396,94.064,63.871,1994-07-01
kedougou,2.0,2.7,2.0,198.9,30.625,21.425,97.677,69.806,1994-08-01
kedougou,1.5,3.3,1.5,429.9,31.58,21.083,97.466,63.133,1994-09-01
kedougou,1.0,2.5,1.6,172.3,32.709,20.532,96.516,55.838,1994-10-01
kedougou,3.5,2.9,3.5,41.8,33.582,20.266,92.033,28.5,1994-11-01
kedougou,6.6,3.1,6.6,0.0,32.88,15.58,74.838,17.709,1994-12-01
kedougou,8.9,3.6,8.9,0.0,32.938,15.18,36.096,7.7096,1995-01-01
kedougou,9.2,3.9,9.2,0.0,36.403,19.367,35.428,7.7142,1995-02-01
kedougou,10.5,3.4,10.5,0.4,38.696,24.629,46.516,16.612,1995-03-01
kedougou,10.3,3.1,10.3,0.0,39.721,27.266,43.8,13.1,1995-04-01
kedougou,8.6,3.0,8.6,29.4,39.322,27.351,61.903,19.516,1995-05-01
kedougou,5.6,3.1,5.6,103.1,36.106,25.506,80.933,36.0,1995-06-01
kedougou,2.7,3.2,2.7,304.1,31.951,21.332,93.258,57.741,1995-07-01
kedougou,1.5,2.6,1.5,373.5,31.074,20.932,96.258,68.354,1995-08-01
kedougou,1.6,3.5,1.6,179.9,32.096,20.696,97.566,64.966,1995-09-01
kedougou,2.6,3.1,2.6,50.4,34.029,20.88,97.129,53.451,1995-10-01
kedougou,5.5,2.6,5.5,0.0,35.906,18.013,83.533,19.133,1995-11-01
kedougou,6.1,2.4,6.1,4.0,32.658,17.587,60.58,17.516,1995-12-01
kedougou,8.0,2.8,8.0,0.0,36.235,18.525,49.354,11.0,1996-01-01
kedougou,9.6,2.8,9.6,0.0,38.248,21.603,50.931,12.0,1996-02-01
kedougou,9.5,3.5,9.5,0.0,38.493,23.374,49.129,12.0,1996-03-01
kedougou,10.3,3.9,10.3,0.0,40.49,25.59,51.166,12.0,1996-04-01
kedougou,8.0,2.5,8.0,72.7,38.467,24.622,71.483,26.0,1996-05-01
kedougou,4.2,2.6,4.2,158.1,34.496,23.006,83.466,43.0,1996-06-01
kedougou,2.1,2.6,2.1,277.2,31.571,20.993,93.612,58.0,1996-07-01
kedougou,1.7,3.3,1.7,215.2,31.561,20.583,95.709,63.0,1996-08-01
kedougou,1.7,3.8,1.7,295.6,32.883,20.743,96.233,60.0,1996-09-01
kedougou,2.1,2.5,2.1,103.4,34.1,20.88,95.29,52.0,1996-10-01
kedougou,5.0,2.4,5.0,0.2,34.996,16.236,84.9,18.0,1996-11-01
kedougou,6.8,2.8,6.8,0.0,34.635,17.119,61.967,15.0,1996-12-01
kedougou,8.1,3.2,8.1,0.0,35.606,19.822,46.0,15.0,1997-01-01
kedougou,10.0,2.6,10.0,0.0,38.396,19.092,35.0,10.571,1997-02-01
kedougou,10.2,3.5,10.2,0.0,37.661,21.267,33.0,14.935,1997-03-01
kedougou,9.5,3.1,9.5,34.1,39.77,24.27,51.0,17.266,1997-04-01
kedougou,5.9,2.6,5.9,217.4,37.109,23.274,72.0,34.064,1997-05-01
kedougou,2.7,2.3,2.7,284.0,33.303,21.173,89.0,57.033,1997-06-01
kedougou,2.2,2.7,2.2,307.2,32.064,19.712,92.0,62.967,1997-07-01
kedougou,1.6,3.0,1.6,410.8,31.438,20.035,96.0,65.871,1997-08-01
kedougou,1.4,3.4,1.4,275.2,31.913,19.92,97.0,62.366,1997-09-01
kedougou,2.5,2.7,2.5,93.6,34.096,22.361,95.0,51.645,1997-10-01
kedougou,4.3,2.3,4.3,0.0,35.646,18.453,89.0,25.666,1997-11-01
kedougou,6.6,2.4,6.6,0.0,34.467,15.125,60.0,8.7419,1997-12-01
kedougou,8.2,3.6,8.2,1.5,34.951,16.174,48.0,10.451,1998-01-01
kedougou,10.4,3.4,10.4,0.0,39.635,21.632,47.0,10.928,1998-02-01
kedougou,10.3,3.5,10.3,0.0,39.264,22.671,43.0,12.322,1998-03-01
kedougou,10.6,3.8,10.6,0.2,41.3,25.47,51.0,10.966,1998-04-01
kedougou,3.3,2.9,3.3,1.6,40.406,25.596,60.0,20.096,1998-05-01
kedougou,5.8,2.9,5.8,109.6,36.263,23.17,62.0,34.5,1998-06-01
kedougou,2.9,3.2,2.9,226.4,32.796,21.88,90.0,49.709,1998-07-01
kedougou,1.6,3.7,1.6,501.0,30.596,20.887,95.0,66.774,1998-08-01
kedougou,1.4,3.8,1.4,319.3,31.506,20.076,96.0,65.466,1998-09-01
kedougou,2.5,2.9,2.5,83.2,34.59,20.59,95.0,47.096,1998-10-01
kedougou,5.2,2.9,5.2,0.0,35.476,17.293,86.0,17.0,1998-11-01
kedougou,6.6,3.4,6.6,0.0,33.464,16.322,61.0,11.935,1998-12-01
kedougou,8.2,2.6,8.2,0.2,33.671,17.048,46.0,12.032,1999-01-01
kedougou,10.3,2.6,10.3,0.0,35.667,19.2,34.0,8.1785,1999-02-01
kedougou,10.7,2.5,10.7,0.0,39.741,24.761,43.0,12.871,1999-03-01
kedougou,10.0,3.2,10.0,0.0,40.04,27.76,52.0,15.5,1999-04-01
kedougou,9.4,3.4,9.4,77.5,39.348,27.348,65.0,20.516,1999-05-01
kedougou,3.5,2.6,3.5,204.4,34.45,24.326,89.0,49.6,1999-06-01
kedougou,2.2,2.6,2.2,204.6,31.625,21.687,95.0,59.612,1999-07-01
kedougou,1.5,2.4,1.5,424.2,30.677,21.583,96.0,67.612,1999-08-01
kedougou,1.5,1.9,1.5,324.7,31.773,20.89,98.0,61.689,1999-09-01
kedougou,2.1,2.0,2.1,187.7,32.654,22.229,98.0,57.806,1999-10-01
kedougou,4.3,1.7,4.3,2.5,35.053,21.39,98.0,40.1,1999-11-01
kedougou,7.1,2.3,7.1,0.0,34.267,15.793,77.0,19.677,1999-12-01
kedougou,7.7,2.4,7.7,0.0,35.971,20.716,50.0,15.064,2000-01-01
kedougou,10.2,3.1,10.2,0.0,36.086,21.327,35.0,7.8965,2000-02-01
kedougou,10.5,2.7,10.5,0.0,39.964,23.69,43.0,8.9677,2000-03-01
kedougou,11.7,3.6,11.7,2.5,40.216,26.58,61.0,16.433,2000-04-01
kedougou,9.8,4.0,9.8,14.0,39.967,26.687,60.0,16.903,2000-05-01
kedougou,4.3,3.9,4.3,202.0,34.383,22.746,81.0,39.0,2000-06-01
kedougou,2.1,3.6,2.1,227.1,31.564,22.054,93.0,58.612,2000-07-01
kedougou,1.5,3.3,1.5,510.8,30.945,20.151,95.0,63.322,2000-08-01
kedougou,1.6,3.4,1.6,246.4,31.936,21.203,94.0,57.166,2000-09-01
kedougou,2.3,3.8,2.3,228.2,33.316,20.874,93.0,44.709,2000-10-01
kedougou,4.0,3.5,4.0,20.5,34.466,18.02,88.0,18.5,2000-11-01
kedougou,7.0,4.2,7.0,0.0,34.1,16.1,63.0,42.1,2000-12-01
kedougou,8.7,3.7,8.7,0.0,35.567,16.754,53.0,11.548,2001-01-01
kedougou,10.8,3.9,10.8,0.0,37.303,18.914,33.0,7.0,2001-02-01
kedougou,10.2,3.5,10.2,0.0,39.635,23.606,47.0,6.8064,2001-03-01
kedougou,11.0,4.0,11.0,0.0,40.656,25.83,47.0,9.0,2001-04-01
kedougou,9.5,4.3,9.5,39.0,39.587,26.522,56.0,13.838,2001-05-01
kedougou,4.0,3.9,4.0,248.8,34.016,22.636,84.0,42.366,2001-06-01
kedougou,2.0,3.5,2.0,150.3,31.377,21.996,92.0,59.096,2001-07-01
kedougou,1.8,3.4,1.8,370.2,31.712,21.625,94.0,61.935,2001-08-01
kedougou,1.6,3.4,1.6,325.7,31.83,20.636,95.0,58.9,2001-09-01
kedougou,2.5,3.4,2.5,64.3,34.783,21.129,93.0,40.516,2001-10-01
kedougou,5.2,3.2,5.2,1.1,35.433,20.273,90.0,25.5,2001-11-01
kedougou,7.1,3.6,7.1,0.0,35.348,18.858,67.0,14.871,2001-12-01
kedougou,9.1,4.0,9.1,0.9,35.1,19.0,43.0,13.0,2002-01-01
kedougou,10.1,3.7,10.1,0.0,37.6,20.5,39.0,14.0,2002-02-01
kedougou,10.7,3.2,10.7,0.0,38.3,23.4,51.0,21.0,2002-03-01
kedougou,11.2,3.2,11.2,0.0,40.3,26.1,52.0,20.0,2002-04-01
kedougou,10.4,3.7,10.4,17.5,40.5,26.5,72.0,30.0,2002-05-01
kedougou,7.0,3.9,7.0,112.0,35.6,23.9,89.0,51.0,2002-06-01
kedougou,2.6,3.3,2.6,306.9,32.538,22.612,96.0,62.0,2002-07-01
kedougou,1.8,2.9,1.8,341.6,31.083,21.567,97.0,68.0,2002-08-01
kedougou,2.0,2.9,2.0,172.0,32.8,21.2,98.0,63.0,2002-09-01
kedougou,2.5,3.0,2.5,127.4,34.1,21.7,97.0,54.0,2002-10-01
kedougou,6.1,2.9,6.1,0.0,36.3,17.9,90.0,22.0,2002-11-01
kedougou,7.8,3.8,7.8,3.1,35.0,14.2,73.0,24.0,2002-12-01
kedougou,8.2,3.7,8.2,9.7,33.625,14.216,55.0,8.0,2003-01-01
kedougou,10.0,3.3,10.0,0.0,38.56,18.175,47.0,8.0,2003-02-01
kedougou,10.6,3.5,10.6,0.0,40.38,20.045,56.0,17.0,2003-03-01
kedougou,10.6,3.6,10.6,8.4,41.1,23.5,71.0,13.0,2003-04-01
kedougou,9.5,4.2,9.5,16.7,40.0,24.0,69.0,20.0,2003-05-01
kedougou,3.8,3.5,3.8,278.7,34.8,20.4,88.0,36.0,2003-06-01
kedougou,1.7,3.3,1.7,328.0,31.4,18.0,95.0,58.0,2003-07-01
kedougou,1.7,3.1,1.7,605.7,31.0,17.9,97.0,68.0,2003-08-01
kedougou,1.6,2.7,1.6,412.8,31.7,18.1,97.0,65.0,2003-09-01
kedougou,2.3,3.0,2.3,130.5,33.4,18.5,98.0,53.0,2003-10-01
kedougou,4.0,3.2,4.0,14.8,33.7,16.6,94.0,20.0,2003-11-01
kedougou,6.4,3.6,6.4,0.0,33.9,15.7,92.0,19.0,2003-12-01
kedougou,7.9,3.6,7.9,0.0,33.7,16.0,65.0,11.0,2004-01-01
kedougou,8.9,3.9,8.9,0.0,37.1,20.4,61.0,12.0,2004-02-01
kedougou,9.9,3.9,9.9,0.0,38.6,23.2,59.0,12.0,2004-03-01
kedougou,9.4,3.4,9.4,8.8,40.0,24.9,67.0,12.0,2004-04-01
kedougou,8.6,3.4,8.6,72.7,39.7,24.6,81.0,26.0,2004-05-01
kedougou,3.8,3.3,3.8,141.5,34.4,23.0,88.0,43.0,2004-06-01
kedougou,1.7,3.1,1.7,368.0,31.2,21.0,95.0,58.0,2004-07-01
kedougou,1.5,3.0,1.5,506.7,30.9,20.8,96.0,63.0,2004-08-01
kedougou,1.7,3.0,1.7,236.0,32.8,20.3,97.0,60.0,2004-09-01
kedougou,2.8,2.3,2.8,34.6,35.0,21.3,97.0,52.0,2004-10-01
kedougou,5.0,3.1,5.0,7.5,35.7,19.7,85.0,18.0,2004-11-01
kedougou,6.2,3.0,6.2,0.0,34.6,17.7,73.0,15.0,2004-12-01
kedougou,8.1,4.1,8.1,0.0,34.2,17.3,47.0,15.0,2005-01-01
kedougou,8.3,3.2,8.3,0.5,37.3,21.4,49.0,11.0,2005-02-01
kedougou,7.8,3.1,7.8,36.7,39.5,23.6,65.0,15.0,2005-03-01
kedougou,9.4,3.4,9.4,0.0,41.1,27.1,63.0,17.0,2005-04-01
kedougou,6.5,4.0,6.5,55.8,37.9,26.1,77.0,34.0,2005-05-01
kedougou,3.2,3.6,3.2,226.5,34.4,24.1,87.0,57.0,2005-06-01
kedougou,1.9,2.9,1.9,177.0,32.4,23.2,96.0,63.0,2005-07-01
kedougou,1.6,2.9,1.6,301.6,32.3,22.8,99.0,66.0,2005-08-01
kedougou,1.8,2.8,1.8,356.1,33.0,22.3,96.0,62.0,2005-09-01
kedougou,2.3,2.7,2.3,68.0,34.9,22.9,96.0,52.0,2005-10-01
kedougou,4.3,2.9,4.3,0.0,36.4,19.4,92.0,26.0,2005-11-01
