Name_station,EVAPO,FF,INS,RR,"TT, moy. des max","TT, moy. des min",UMAX,UMIN,Date
saint-louis ,6.0,2.8,7.4,0.0,35.7,20.5,81.0,25.0,1998-11-01
saint-louis ,5.2,3.3,6.8,0.0,31.5,18.1,79.0,30.0,1998-12-01
saint-louis ,5.6,3.6,8.8,0.0,28.2,14.4,72.0,33.0,1999-01-01
saint-louis ,7.0,4.6,5.2,0.0,31.8,15.3,65.0,16.0,1999-02-01
saint-louis ,5.1,5.9,9.4,0.0,31.2,16.8,86.0,39.0,1999-03-01
saint-louis ,3.5,4.9,8.8,0.0,30.5,18.3,91.0,50.0,1999-04-01
saint-louis ,3.2,5.0,8.8,0.0,29.7,20.3,95.0,60.0,1999-05-01
saint-louis ,3.4,4.7,6.3,0.0,31.2,24.2,92.0,62.0,1999-06-01
saint-louis ,3.1,3.7,6.3,53.6,31.1,24.9,92.0,69.0,1999-07-01
saint-louis ,2.6,3.4,7.0,146.6,31.6,25.1,95.0,70.0,1999-08-01
saint-louis ,2.6,3.1,6.8,33.3,32.9,25.7,96.0,68.0,1999-09-01
saint-louis ,3.1,3.5,7.1,128.1,33.1,24.8,93.0,58.0,1999-10-01
saint-louis ,3.4,3.0,8.0,0.0,32.2,21.1,89.0,45.0,1999-11-01
saint-louis ,5.7,3.5,8.0,0.0,32.1,17.5,74.0,23.0,1999-12-01
saint-louis ,6.1,3.9,7.4,0.0,31.125,13.2,75.064,29.096,2000-01-01
saint-louis ,7.3,4.0,7.2,0.0,32.9,14.5,81.357,32.642,2000-02-01
saint-louis ,5.2,4.3,8.8,0.0,34.141,16.4,82.0,27.225,2000-03-01
saint-louis ,5.2,5.6,8.7,0.0,33.326,17.6,81.166,37.566,2000-04-01
saint-louis ,3.1,5.3,7.9,0.0,28.148,17.0,92.58,57.709,2000-05-01
saint-louis ,2.6,4.6,7.6,0.0,29.626,19.6,92.5,68.533,2000-06-01
saint-louis ,2.7,3.7,7.0,168.5,31.093,24.419,90.548,66.161,2000-07-01
saint-louis ,2.0,2.8,7.6,49.5,32.545,25.006,95.225,67.516,2000-08-01
saint-louis ,2.7,3.2,7.2,68.4,33.006,25.906,92.6,64.333,2000-09-01
saint-louis ,3.2,2.6,8.7,42.9,33.374,23.3,93.838,53.935,2000-10-01
saint-louis ,4.6,2.9,7.7,0.0,34.59,19.776,86.166,37.2,2000-11-01
saint-louis ,5.4,3.2,7.2,0.0,32.0,15.0,80.3,25.466,2000-12-01
saint-louis ,6.1,3.6,8.2,0.0,34.0,14.9,81.064,27.741,2001-01-01
saint-louis ,7.6,4.1,8.0,0.0,35.3,15.8,81.071,26.464,2001-02-01
saint-louis ,5.3,4.8,8.6,0.0,34.129,18.322,84.806,32.483,2001-03-01
saint-louis ,4.4,4.9,9.1,0.0,32.643,18.336,90.733,40.966,2001-04-01
saint-louis ,3.6,4.4,8.7,0.0,29.996,20.7,92.225,55.29,2001-05-01
saint-louis ,3.4,4.4,8.5,0.0,30.9,23.9,95.0,67.2,2001-06-01
saint-louis ,3.3,3.6,7.0,36.7,31.7,25.0,94.29,66.774,2001-07-01
saint-louis ,2.9,3.4,8.1,107.3,32.406,25.722,92.838,67.612,2001-08-01
saint-louis ,2.5,2.8,7.3,92.8,33.213,25.12,95.366,65.633,2001-09-01
saint-louis ,3.3,2.8,7.5,19.1,34.845,24.122,95.516,50.612,2001-10-01
saint-louis ,4.4,3.0,7.0,0.0,34.283,21.413,88.266,37.166,2001-11-01
saint-louis ,4.8,3.0,6.3,0.0,35.0,19.645,78.58,29.419,2001-12-01
saint-louis ,5.0,3.2,6.8,66.2,31.287,17.138,74.967,31.645,2002-01-01
saint-louis ,5.6,3.8,8.5,0.0,33.085,17.796,76.963,23.851,2002-02-01
saint-louis ,5.4,4.4,7.5,0.0,32.258,17.516,83.387,33.516,2002-03-01
saint-louis ,4.8,5.0,8.1,0.0,31.07,17.86,87.7,38.7,2002-04-01
saint-louis ,4.2,4.3,5.9,0.0,31.635,19.541,90.58,48.225,2002-05-01
saint-louis ,3.8,3.7,5.7,10.9,32.266,22.893,91.633,57.466,2002-06-01
saint-louis ,3.5,4.0,7.9,32.0,31.254,24.532,90.677,66.225,2002-07-01
saint-louis ,2.9,3.6,8.0,28.0,32.116,25.222,92.451,65.645,2002-08-01
saint-louis ,3.0,3.3,8.0,35.9,32.986,25.906,92.5,64.333,2002-09-01
saint-louis ,3.2,3.1,8.1,88.8,33.812,24.125,94.064,54.774,2002-10-01
saint-louis ,4.6,3.6,8.3,0.0,34.59,19.776,86.3,37.066,2002-11-01
saint-louis ,5.4,3.0,7.2,0.0,34.2,18.0,76.0,22.0,2002-12-01
saint-louis ,6.2,3.5,6.3,0.0,31.638,15.677,72.258,20.064,2003-01-01
saint-louis ,4.1,4.0,7.7,0.0,30.082,16.317,87.821,38.821,2003-02-01
saint-louis ,5.9,4.2,8.5,0.0,34.08,18.277,82.58,34.548,2003-03-01
saint-louis ,5.2,4.8,9.2,1.7,33.6,18.4,81.166,50.0,2003-04-01
saint-louis ,3.4,4.5,7.3,0.0,29.7,20.1,92.58,60.0,2003-05-01
saint-louis ,3.0,3.9,5.8,0.0,30.0,22.2,89.0,54.0,2003-06-01
saint-louis ,3.2,3.5,7.7,9.9,31.5,24.8,91.0,64.0,2003-07-01
saint-louis ,3.1,3.4,8.5,47.3,33.0,25.2,94.838,71.193,2003-08-01
saint-louis ,2.3,2.9,7.3,228.6,33.1,25.5,93.233,64.666,2003-09-01
saint-louis ,2.6,2.6,7.4,62.3,33.4,24.8,91.0,33.258,2003-10-01
saint-louis ,3.6,2.9,8.2,0.0,33.6,20.8,82.633,28.066,2003-11-01
saint-louis ,5.4,2.9,7.0,0.0,33.3,17.0,72.322,21.645,2003-12-01
saint-louis ,5.2,3.0,6.5,0.0,31.051,15.567,86.645,33.903,2004-01-01
saint-louis ,4.7,4.0,5.8,1.8,31.031,16.744,89.275,44.482,2004-02-01
saint-louis ,5.5,3.7,6.3,0.0,33.5,17.8,87.387,35.612,2004-03-01
saint-louis ,3.6,3.9,8.2,0.0,29.7,17.8,88.166,42.166,2004-04-01
saint-louis ,4.8,4.1,8.8,0.1,30.6,18.8,90.366,49.166,2004-05-01
saint-louis ,3.3,3.4,5.8,0.2,30.8,22.3,94.133,58.333,2004-06-01
saint-louis ,3.0,3.5,7.1,8.7,31.9,24.9,93.161,65.096,2004-07-01
saint-louis ,2.8,3.3,7.7,94.8,32.4,24.8,90.451,64.064,2004-08-01
saint-louis ,2.4,2.6,6.9,34.1,33.5,24.9,95.3,62.666,2004-09-01
saint-louis ,3.7,2.8,7.8,0.0,36.0,23.9,93.387,45.064,2004-10-01
saint-louis ,5.2,3.4,8.1,0.0,35.1,21.2,71.633,21.4,2004-11-01
saint-louis ,4.3,3.2,6.7,0.0,31.0,17.9,83.483,28.967,2004-12-01
saint-louis ,6.4,3.3,6.9,0.0,30.80967741935484,17.13225806451613,73.0,25.0,2005-01-01
saint-louis ,4.4,4.0,8.7,2.0,29.192857142857143,16.017857142857142,92.0,35.0,2005-02-01
saint-louis ,5.6,4.1,8.2,0.0,34.906451612903226,17.809677419354838,85.0,24.0,2005-03-01
saint-louis ,4.2,4.2,8.3,0.0,31.82333333333333,18.833333333333336,87.0,40.0,2005-04-01
saint-louis ,3.7,3.5,8.0,0.0,31.896774193548385,22.732258064516127,87.0,40.0,2005-05-01
saint-louis ,3.7,3.9,6.9,22.7,31.633333333333333,23.986666666666668,89.0,54.0,2005-06-01
saint-louis ,3.5,3.4,7.5,147.1,32.18064516129032,25.032258064516128,91.0,64.0,2005-07-01
saint-louis ,3.2,2.9,7.9,69.3,32.9,25.3,91.0,63.0,2005-08-01
saint-louis ,2.9,2.8,6.6,38.5,34.3,24.3,93.0,63.0,2005-09-01
saint-louis ,4.0,2.8,8.4,0.4,36.6,24.4,89.0,44.0,2005-10-01
saint-louis ,5.3,3.7,6.9,1.5,35.0,20.8,73.0,21.0,2005-11-01
saint-louis ,6.3,2.8,5.9,0.0,34.7,18.8,76.0,22.0,2005-12-01
saint-louis ,6.3,3.3,7.8,0.0,30.6,15.1,89.0,42.0,2006-01-01
saint-louis ,6.1,3.7,8.8,1.2,32.7,16.3,72.0,17.0,2006-02-01
saint-louis ,7.1,4.0,9.3,0.0,35.7,18.0,73.0,23.0,2006-03-01
saint-louis ,2.7,4.4,7.7,0.0,29.7,18.1,81.0,30.0,2006-04-01
saint-louis ,4.0,4.5,6.7,0.0,29.7,19.2,86.0,52.0,2006-05-01
saint-louis ,3.9,3.8,6.8,13.8,31.7,23.2,91.0,59.0,2006-06-01
saint-louis ,3.6,3.3,7.0,114.5,31.7,23.9,92.0,63.0,2006-07-01
saint-louis ,3.5,3.0,7.3,90.9,32.8,25.1,92.0,63.0,2006-08-01
saint-louis ,2.8,2.7,6.8,70.3,33.6,24.9,91.0,55.0,2006-09-01
saint-louis ,3.6,3.2,7.1,3.9,34.9,24.1,91.0,49.0,2006-10-01
saint-louis ,6.1,2.8,7.7,0.0,37.2,19.7,85.0,30.0,2006-11-01
saint-louis ,6.8,3.0,8.6,0.0,32.7,16.8,71.0,18.0,2006-12-01
saint-louis ,7.0,3.4,6.9,0.0,31.8,16.5,64.0,21.0,2007-01-01
saint-louis ,7.9,3.4,6.5,0.0,34.8,17.8,75.0,24.0,2007-02-01
saint-louis ,7.5,4.4,8.2,0.0,34.5,18.5,73.0,26.0,2007-03-01
saint-louis ,5.1,3.9,9.1,0.0,31.8,17.8,88.0,40.0,2007-04-01
saint-louis ,5.7,3.9,8.5,0.0,33.1,19.1,87.0,38.0,2007-05-01
saint-louis ,3.6,3.5,5.4,0.0,30.6,20.6,93.0,57.0,2007-06-01
saint-louis ,3.9,3.5,5.3,10.1,31.5,23.7,91.0,65.0,2007-07-01
saint-louis ,3.3,3.4,7.1,140.0,32.7,24.5,33.0,24.0,2007-08-01
saint-louis ,2.6,2.6,7.6,160.6,34.3,24.6,98.0,67.0,2007-09-01
saint-louis ,3.7,2.9,9.0,0.0,34.8,23.0,94.0,53.0,2007-10-01
saint-louis ,5.6,3.2,8.2,0.0,36.2,19.8,87.0,31.0,2007-11-01
saint-louis ,5.8,2.8,6.8,0.0,33.1,16.3,76.0,27.0,2007-12-01
saint-louis ,7.7,3.0,7.2,0.0,32.6,16.1,57.0,22.0,2008-01-01
saint-louis ,6.0,3.3,6.2,10.0,34.5,18.7,83.0,34.0,2008-02-01
saint-louis ,5.6,3.8,8.1,0.0,36.3,19.6,89.0,39.0,2008-03-01
saint-louis ,4.3,4.3,9.0,0.0,33.8,18.9,94.0,51.0,2008-04-01
saint-louis ,5.0,4.2,8.8,0.0,34.9,19.5,92.0,47.0,2008-05-01
saint-louis ,3.7,3.4,6.4,7.8,33.4,22.8,95.0,63.0,2008-06-01
saint-louis ,3.0,3.0,6.5,67.1,32.9,24.5,92.0,68.0,2008-07-01
saint-louis ,2.9,2.8,7.7,79.6,33.5,25.1,94.0,68.0,2008-08-01
saint-louis ,2.6,2.6,8.0,91.1,34.2,25.0,97.0,66.0,2008-09-01
saint-louis ,4.0,3.0,8.1,1.4,36.0,23.8,98.0,44.0,2008-10-01
saint-louis ,5.7,3.1,7.2,0.0,36.2,19.2,83.0,28.0,2008-11-01
saint-louis ,5.2,3.0,8.6,0.0,32.5,16.4,88.0,42.0,2008-12-01
saint-louis ,6.4,3.5,6.5,0.0,30.4,14.5,76.0,30.0,2009-01-01
saint-louis ,4.1,5.3,8.1,1.2,28.2,15.8,93.0,48.0,2009-02-01
saint-louis ,3.8,4.3,7.3,0.0,28.5,17.1,93.0,51.0,2009-03-01
saint-louis ,5.4,4.4,9.0,0.0,32.9,17.7,91.0,41.0,2009-04-01
saint-louis ,3.7,4.1,8.8,0.0,30.4,19.1,93.0,54.0,2009-05-01
saint-louis ,3.3,3.6,6.5,13.8,31.6,22.7,94.0,58.0,2009-06-01
saint-louis ,2.9,3.2,7.6,114.5,32.1,25.4,95.0,70.0,2009-07-01
saint-louis ,3.0,2.6,8.0,90.9,32.9,25.3,96.0,68.0,2009-08-01
saint-louis ,2.3,2.3,8.2,70.3,33.1,25.2,98.0,69.0,2009-09-01
saint-louis ,3.9,2.6,7.3,3.9,34.4,24.0,96.0,53.0,2009-10-01
saint-louis ,5.7,2.6,7.5,0.0,34.6,20.6,85.0,29.0,2009-11-01
saint-louis ,5.1,2.8,8.0,0.0,32.2,18.0,91.0,32.0,2009-12-01
saint-louis ,6.3,2.9,6.5,0.0,33.8,16.4,83.0,28.0,2010-01-01
saint-louis ,5.0,3.3,7.3,0.0,32.9,17.7,91.0,37.0,2010-02-01
saint-louis ,6.4,3.9,7.9,0.0,34.4,19.5,85.0,33.0,2010-03-01
saint-louis ,3.4,4.1,9.0,0.0,28.9,19.3,97.0,60.0,2010-04-01
saint-louis ,4.3,4.1,7.3,0.0,30.1,20.7,92.0,57.0,2010-05-01
saint-louis ,3.8,3.6,5.9,27.9,31.0,23.9,94.0,63.0,2010-06-01
saint-louis ,4.0,3.0,7.0,70.4,31.3,25.3,93.0,67.0,2010-07-01
saint-louis ,3.4,2.6,8.2,65.9,32.1,26.2,94.0,69.0,2010-08-01
saint-louis ,2.3,2.2,7.9,320.1,32.5,24.7,98.0,68.0,2010-09-01
saint-louis ,3.7,2.6,8.0,109.3,33.6,24.5,96.0,55.0,2010-10-01
saint-louis ,5.0,2.6,6.2,0.0,34.6,20.2,93.0,37.0,2010-11-01
saint-louis ,2.9,2.9,7.8,0.0,32.1,19.6,97.0,44.0,2010-12-01
saint-louis ,5.4,2.8,7.8,0.0,32.9,15.5,82.0,26.0,2011-01-01
saint-louis ,6.7,3.0,9.1,0.0,32.4,16.0,84.0,29.0,2011-02-01
saint-louis ,4.9,4.1,9.7,0.0,31.0,17.4,90.0,35.0,2011-03-01
saint-louis ,4.7,4.4,9.7,0.0,30.9,18.6,93.0,45.0,2011-04-01
saint-louis ,3.3,4.1,9.2,0.0,27.7,19.2,98.0,65.0,2011-05-01
saint-louis ,4.0,3.3,6.8,0.0,29.3,22.6,95.0,68.0,2011-06-01
saint-louis ,3.5,3.0,7.7,49.2,30.3,24.4,94.0,70.0,2011-07-01
saint-louis ,3.1,2.8,6.5,107.7,31.4,25.3,94.0,69.0,2011-08-01
saint-louis ,3.0,2.6,8.1,115.8,32.4,25.0,96.0,66.0,2011-09-01
saint-louis ,3.9,2.6,8.0,4.1,35.1,24.4,95.0,48.0,2011-10-01
saint-louis ,5.4,2.8,9.4,0.0,35.1,19.5,87.0,32.0,2011-11-01
saint-louis ,7.7,2.6,7.7,0.0,32.3,17.3,67.0,21.0,2011-12-01
saint-louis ,7.4,2.8,6.6,0.0,31.5,16.2,71.0,31.0,2012-01-01
saint-louis ,6.4,3.3,6.4,0.0,30.0,16.7,75.0,29.0,2012-02-01
saint-louis ,7.0,3.3,6.6,0.0,32.7,18.5,76.0,40.0,2012-03-01
saint-louis ,4.6,4.1,7.2,0.0,29.9,18.3,91.0,48.0,2012-04-01
saint-louis ,5.0,3.6,7.1,0.0,30.1,20.7,93.0,57.0,2012-05-01
saint-louis ,4.4,3.4,7.0,0.0,29.2,22.8,94.0,65.0,2012-06-01
saint-louis ,3.7,3.1,6.9,74.0,30.8,24.8,92.0,68.0,2012-07-01
saint-louis ,3.6,2.9,6.5,107.1,31.6,25.4,94.0,70.0,2012-08-01
saint-louis ,3.1,2.5,7.7,197.7,32.6,25.9,96.0,70.0,2012-09-01
saint-louis ,2.9,2.7,9.2,8.0,33.4,24.3,95.0,58.0,2012-10-01
saint-louis ,3.6,3.0,8.0,0.0,31.9,21.7,94.0,45.0,2012-11-01
saint-louis ,6.0,2.9,8.0,0.0,30.9,15.2,82.0,31.0,2012-12-01
saint-louis ,6.2,2.8,7.4,0.0,31.7,15.4,76.0,30.0,2013-01-01
saint-louis ,6.3,3.1,9.0,0.0,33.4,17.3,81.0,24.0,2013-02-01
saint-louis ,4.3,3.7,10.1,0.0,31.8,18.6,96.0,45.0,2013-03-01
saint-louis ,3.4,3.9,9.8,0.0,28.6,17.7,95.0,53.0,2013-04-01
saint-louis ,5.7,3.6,9.3,0.0,34.4,20.5,90.0,42.0,2013-05-01
saint-louis ,3.5,3.4,7.2,0.0,30.1,23.3,94.0,66.0,2013-06-01
saint-louis ,3.7,3.3,6.5,59.9,31.5,25.1,92.0,67.0,2013-07-01
saint-louis ,2.7,2.7,7.1,151.4,32.5,25.1,95.0,70.0,2013-08-01
saint-louis ,2.3,2.2,6.4,151.7,32.8,24.9,97.0,66.0,2013-09-01
saint-louis ,3.2,3.2,8.0,3.5,34.7,25.0,97.0,57.0,2013-10-01
saint-louis ,4.7,2.9,6.9,0.5,33.9,19.9,90.0,35.0,2013-11-01
saint-louis ,4.8,3.0,7.3,7.8,32.1,17.2,88.0,35.0,2013-12-01
saint-louis ,4.6,3.4,8.1,0.0,31.2,15.9,91.0,35.0,2014-01-01
saint-louis ,6.3,3.7,9.9,0.0,32.1,14.5,84.0,22.0,2014-02-01
saint-louis ,4.8,3.8,9.7,0.0,32.0,16.5,92.0,41.0,2014-03-01
saint-louis ,5.7,4.0,9.8,0.0,33.8,18.4,87.0,39.0,2014-04-01
saint-louis ,2.8,4.3,9.3,0.0,29.0,19.5,94.0,58.0,2014-05-01
saint-louis ,3.8,3.6,7.2,0.0,31.2,22.8,94.0,60.0,2014-06-01
saint-louis ,1.7,3.7,6.8,2.3,32.0,25.0,91.0,62.0,2014-07-01
saint-louis ,3.2,3.2,6.7,68.8,32.0,24.8,95.0,69.0,2014-08-01
saint-louis ,1.1,2.8,7.6,26.1,33.2,25.7,94.0,65.0,2014-09-01
saint-louis ,1.2,2.5,9.7,15.6,33.8,24.3,96.0,55.0,2014-10-01
saint-louis ,3.5,2.6,9.0,0.0,32.9,19.9,96.0,45.0,2014-11-01
saint-louis ,2.9,2.7,5.8,0.0,31.9,17.3,71.0,30.0,2014-12-01
saint-louis ,3.4,3.4,4.0,0.0,33.9,22.1,71.0,23.0,2015-01-01
saint-louis ,2.8,3.9,7.1,0.3,33.9,22.1,89.0,36.0,2015-02-01
saint-louis ,3.9,3.6,8.3,0.0,33.9,22.1,84.0,31.0,2015-03-01
saint-louis ,3.6,4.3,7.3,0.0,33.9,22.1,90.0,49.0,2015-04-01
saint-louis ,3.1,3.8,9.0,0.0,33.9,22.1,93.0,59.0,2015-05-01
saint-louis ,3.7,3.5,6.4,0.0,33.9,22.1,93.0,64.0,2015-06-01
saint-louis ,3.4,3.4,7.8,7.4,33.9,22.1,90.0,65.0,2015-07-01
saint-louis ,2.4,2.8,7.1,130.5,33.9,22.1,94.0,66.0,2015-08-01
saint-louis ,1.9,2.5,5.6,82.8,33.9,22.1,95.0,67.0,2015-09-01
saint-louis ,2.2,2.9,5.4,16.7,33.9,22.1,95.0,57.0,2015-10-01
saint-louis ,4.0,2.7,7.0,0.0,33.9,22.1,77.0,27.0,2015-11-01
saint-louis ,6.1,2.5,6.4,0.0,33.9,22.1,68.0,15.0,2015-12-01
saint-louis ,5.4,2.6,8.5,0.0,33.9,22.1,65.0,16.0,2016-01-01
saint-louis ,5.0,3.2,6.6,0.0,33.9,22.1,68.0,18.0,2016-02-01
saint-louis ,4.1,3.6,8.5,0.0,33.9,22.1,86.0,40.0,2016-03-01
saint-louis ,4.2,4.1,3.4,0.0,33.9,22.1,87.0,49.0,2016-04-01
saint-louis ,2.9,4.2,9.4,0.0,33.9,22.1,92.0,60.0,2016-05-01
saint-louis ,3.2,3.2,8.0,2.8,33.9,22.1,93.0,66.0,2016-06-01
saint-louis ,3.4,3.1,6.4,74.9,33.9,22.1,92.0,67.0,2016-07-01
saint-louis ,3.5,2.7,9.4,36.4,33.9,22.1,92.0,65.0,2016-08-01
saint-louis ,2.3,2.4,7.0,127.7,33.9,22.1,96.0,67.0,2016-09-01
saint-louis ,3.4,2.9,8.0,0.6,33.9,22.1,94.0,48.0,2016-10-01
saint-louis ,4.2,2.3,5.8,0.8,33.9,22.1,86.0,30.0,2016-11-01
saint-louis ,5.3,3.0,7.5,0.0,33.9,22.1,69.0,20.0,2016-12-01
saint-louis ,5.4,2.8,8.2,0.0,32.9,15.5,73.0,17.0,2017-01-01
saint-louis ,4.2,3.4,8.3,0.1,31.6,16.3,85.0,33.0,2017-02-01
saint-louis ,1.6,3.6,8.0,0.0,35.1,18.6,83.0,29.0,2017-03-01
saint-louis ,5.5,3.6,9.7,0.0,35.6,19.2,85.0,31.0,2017-04-01
saint-louis ,3.1,3.4,9.5,0.0,29.6,21.1,92.0,57.0,2017-05-01
saint-louis ,3.0,3.5,8.8,69.7,30.9,23.4,93.0,61.0,2017-06-01
saint-louis ,3.2,3.1,8.4,1.1,31.7,25.3,90.0,63.0,2017-07-01
saint-louis ,3.0,3.0,7.9,89.1,32.0,25.3,92.0,66.0,2017-08-01
saint-louis ,2.5,2.7,7.5,62.0,33.0,25.4,95.0,64.0,2017-09-01
saint-louis ,1.9,2.5,8.8,1.4,37.6,22.2,93.0,38.0,2017-10-01
saint-louis ,5.1,2.6,8.4,0.0,36.6,18.8,86.0,23.0,2017-11-01
saint-louis ,5.1,3.1,8.2,0.0,31.4,14.5,65.0,19.0,2017-12-01
saint-louis ,7.538709677419354,3.2,7.8,0.0,31.5,12.7,73.0,20.0,2018-01-01
saint-louis ,6.2250000000000005,3.4,7.8,0.0,28.2,13.7,84.0,35.0,2018-02-01
saint-louis ,7.04516129032258,3.6,11.0,0.0,35.5,16.2,84.0,28.0,2018-03-01
saint-louis ,3.97,3.7,11.1,0.0,31.5,15.5,91.0,42.0,2018-04-01
saint-louis ,3.170967741935484,3.0,11.6,0.0,29.0,16.0,94.0,55.0,2018-05-01
saint-louis ,5.763333333333334,3.3,6.3,12.0,29.4,19.8,91.0,62.0,2018-06-01
saint-louis ,3.6806451612903226,3.4,6.6,29.5,30.8,22.3,89.0,63.0,2018-07-01
saint-louis ,3.42258064516129,3.1,8.4,87.7,31.3,22.5,90.0,64.0,2018-08-01
saint-louis ,2.306666666666666,2.2,6.2,85.8,32.9,22.6,96.0,62.0,2018-09-01
saint-louis ,3.045161290322581,2.7,7.9,0.1,34.0,22.5,93.0,51.0,2018-10-01
saint-louis ,4.3,2.9,8.1,1.4,33.5,19.2,86.0,32.0,2018-11-01
saint-louis ,6.1,2.8,9.9,0.0,34.5,16.3,71.0,17.0,2018-12-01
saint-louis ,5.2,2.8,9.4,0.0,32.3,15.3,78.0,18.0,2019-01-01
saint-louis ,7.0,3.2,6.8,0.0,33.5,17.0,66.1,16.8,2019-02-01
saint-louis ,5.0,3.6,8.3,1.6,32.3,16.5,83.0,28.0,2019-03-01
saint-louis ,4.5,4.1,9.4,0.0,32.36,18.17,88.9,37.7,2019-04-01
saint-louis ,2.8,3.7,10.0,0.0,28.1,18.2,95.3,58.7,2019-05-01
saint-louis ,3.4,3.4,7.6,0.0,30.4,20.9,92.1,54.7,2019-06-01
saint-louis ,3.9,3.5,6.71,0.0,30.7,23.9,89.1,63.1,2019-07-01
saint-louis ,3.3,3.1,0.0,111.7,31.5,24.8,91.1,64.5,2019-08-01
saint-louis ,2.8,2.6,5.9,61.2,33.2,25.1,93.6,64.5,2019-09-01
saint-louis ,3.4,2.6,8.0,0.0,34.5,24.8,93.7,48.5,2019-10-01
saint-louis ,4.3,2.8,9.1,0.0,35.4,19.9,85.4,28.0,2019-11-01
saint-louis ,5.3,2.7,9.5,0.0,33.9,17.6,77.4,19.3,2019-12-01
saint-louis ,6.68,3.1,7.7,0.0,32.55,16.34,58.84,12.19,2020-01-01
saint-louis ,7.17,3.08,9.08,0.0,36.94,19.53,69.9,17.24,2020-02-01
saint-louis ,5.49,3.6,9.3,0.0,35.59,18.45,84.0,23.65,2020-03-01
saint-louis ,4.41,3.8,10.0,0.0,34.65,19.18,86.47,34.47,2020-04-01
saint-louis ,3.55,3.8,9.3,0.0,30.19,19.99,90.58,50.39,2020-05-01
saint-louis ,3.2,3.2,3.5,0.0,31.21,24.2,92.93,64.0,2020-06-01
saint-louis ,3.0,2.9,7.4,91.5,31.84,25.16,92.39,64.1,2020-07-01
saint-louis ,3.16,2.8,8.6,131.0,32.72,26.48,91.42,67.32,2020-08-01
saint-louis ,2.6,2.5,7.7,186.0,32.08,25.62,95.93,65.03,2020-09-01
saint-louis ,4.06,2.6,9.4,5.4,36.35,25.38,92.32,45.39,2020-10-01
saint-louis ,5.44,2.6,9.0,0.0,36.02,21.13,82.56,25.96,2020-11-01
tamba,9.1,1.5,7.8,0.0,35.061,19.548,38.935,13.58,1991-01-01
tamba,8.8,2.1,9.3,1.8,36.203,19.578,34.392,11.785,1991-02-01
tamba,10.7,2.7,9.9,0.0,39.383,21.964,33.258,10.774,1991-03-01
tamba,9.9,2.0,10.5,0.0,41.176,23.456,50.0,11.166,1991-04-01
tamba,10.2,2.8,10.0,0.0,40.864,25.854,50.322,14.322,1991-05-01
tamba,7.6,3.1,8.3,84.89999999999999,38.083,26.29,72.5,32.933,1991-06-01
tamba,3.5,2.4,7.0,248.0,32.932,23.303,93.0,55.451,1991-07-01
tamba,2.0,2.0,7.0,141.4,32.035,22.993,96.451,63.645,1991-08-01
tamba,1.7,2.2,6.7,150.9,32.75,22.35,98.933,61.0,1991-09-01
tamba,3.1,1.3,7.8,50.4,35.587,21.725,98.193,43.387,1991-10-01
tamba,7.0,2.0,7.9,0.0,37.036,19.673,68.433,14.133,1991-11-01
tamba,7.4,3.0,7.4,0.0,34.758,19.361,48.258,14.741,1991-12-01
tamba,3.6,3.0,7.3,0.0,34.306,18.961,47.612,15.29,1992-01-01
tamba,3.6,2.8,7.6,1.8,36.489,21.672,52.758,19.31,1992-02-01
tamba,3.6,2.1,8.2,0.0,37.235,22.848,29.645,9.8709,1992-03-01
tamba,3.6,1.9,9.5,0.0,40.546,25.366,43.7,12.966,1992-04-01
tamba,3.6,2.8,7.1,47.900000000000006,38.722,26.59,64.612,25.709,1992-05-01
tamba,3.6,3.1,8.1,88.39999999999999,35.916,24.816,85.066,43.266,1992-06-01
tamba,3.6,4.7,6.9,103.10000000000002,33.035,23.706,92.58,56.032,1992-07-01
tamba,3.6,1.6,7.8,198.8,33.019,23.622,96.935,58.967,1992-08-01
tamba,3.6,2.2,7.2,127.3,32.736,22.383,98.333,58.966,1992-09-01
tamba,3.6,1.2,7.8,9.4,37.087,22.764,95.129,35.225,1992-10-01
tamba,3.6,2.4,7.8,0.0,35.963,20.526,64.4,17.033,1992-11-01
tamba,3.6,2.6,7.8,0.0,36.141,18.225,46.806,12.516,1992-12-01
tamba,10.290322580645162,2.6,7.8,0.0,33.822,19.506,34.903,13.774,1993-01-01
tamba,11.321428571428571,1.7,7.8,0.0,36.789,21.01,36.178,12.428,1993-02-01
tamba,10.129032258064516,2.1,7.8,0.0,39.648,23.503,45.612,15.548,1993-03-01
tamba,10.3,2.9,7.8,0.0,41.2,26.526,60.566,24.733,1993-04-01
tamba,11.0,2.4,6.3,0.0,41.622,28.245,55.903,20.871,1993-05-01
tamba,7.8,2.4,7.3,63.1,38.39,26.37,74.5,34.1,1993-06-01
tamba,3.4516129032258065,2.7,6.8,145.7,33.854,23.783,93.0,54.322,1993-07-01
tamba,1.935483870967742,1.3,6.2,115.0,32.258,23.248,97.774,61.322,1993-08-01
tamba,2.3666666666666667,2.4,7.3,82.19999999999999,33.616,22.803,98.0,54.466,1993-09-01
tamba,3.967741935483871,1.5,8.5,26.6,37.041,23.522,94.645,32.871,1993-10-01
tamba,7.466666666666667,2.4,8.6,1.0,36.683,21.66,65.5,20.2,1993-11-01
tamba,9.419354838709678,3.0,8.5,0.0,35.129,18.683,34.774,10.774,1993-12-01
tamba,9.709677419354838,3.0,8.7,0.0,32.761,17.061,32.548,12.032,1994-01-01
